halaman1,content
73,"Pegawai pengawas ketenagakerjaan dalam melaksanakan tugasnya sebagaimana dimaksud dalam Pasal 176 wajib :
a. merahasiakan segala sesuatu yang menurut sifatnya patut dirahasiakan;
b. tidak menyalahgunakan kewenangannya."
74,PENYIDIKAN
74,(NULL)
74,"Selain penyidik pejabat Polisi Negara Republik Indonesia, juga kepada pegawai pengawas ketenagakerjaan dapat diberi wewenang khusus sebagai penyidik pegawai negeri sipil sesuai dengan peraturan perundang-undangan yang berlaku."
74,"Penyidik Pegawai Negeri Sipil sebagaimana dimaksud dalam ayat (1) berwenang :
a. melakukan pemeriksaan atas kebenaran laporan serta keterangan tentang tindak pidana di bidang ketenagakerjaan;
b. melakukan pemeriksaan terhadap orang yang diduga melakukan tindak pidana di bidang ketenagakerjaan;
c. meminta keterangan dan bahan bukti dari orang atau badan hukum sehubungan dengan tindak pidana di bidang ketenagakerjaan;
d. melakukan pemeriksaan atau penyitaan bahan atau barang bukti dalam perkara tindak pidana di bidang ketenagakerjaan;
e. melakukan pemeriksaan atas surat dan/atau dokumen lain tentang tindak pidana di bidang ketenagakerjaan;
f. meminta bantuan tenaga ahli dalam rangka pelaksanaan tugas penyidikan tindak pidana di bidang ketenagakerjaan; dan
g. menghentikan penyidikan apabila tidak terdapat cukup bukti yang membuktikan tentang adanya tindak pidana di bidang ketenagakerjaan."
74,Kewenangan penyidik pegawai negeri sipil sebagaimana dimaksud dalam ayat (2) dilaksanakan sesuai dengan peraturan perundang-undangan yang berlaku.
74,KETENTUAN PIDANA DAN SANKSI ADMINISTRATIF
74,Ketentuan Pidana
75,(NULL)
75,"Barang siapa melanggar ketentuan sebagaimana dimaksud dalam Pasal 74, dikenakan sanksi pidana penjara paling singkat 2 (dua) tahun dan paling lama 5 (lima) tahun dan/atau denda paling sedikit Rp 200.000.000,00 (dua ratus juta rupiah) dan paling banyak Rp 500.000.000,00 (lima ratus juta rupiah)."
75,Tindak pidana sebagaimana dimaksud dalam ayat (1) merupakan tindak pidana kejahatan.
75,(NULL)
75,"Barang siapa melanggar ketentuan sebagaimana dimaksud dalam Pasal 167 ayat (5), dikenakan sanksi pidana penjara paling singkat 1 (satu) tahun dan paling lama 5 (lima) tahun dan/atau denda paling sedikit Rp 100.000.000,00 (seratus juta rupiah) dan paling banyak Rp 500.000.000,00 (lima ratus juta rupiah)."
75,Tindak pidana sebagaimana dimaksud dalam ayat (1) merupakan tindak pidana kejahatan.
75,"1) Barang siapa melanggar ketentuan sebagaimana dimaksud dalam Pasal 42 ayat (1) dan ayat (2), Pasal 68, Pasal 69 ayat (2), Pasal 80, Pasal 82, Pasal 90 ayat (1), Pasal 143, dan Pasal 160 ayat (4) dan ayat (7), dikenakan sanksi pidana penjara paling singkat 1 (satu) tahun dan paling lama 4 (empat) tahun dan/atau denda paling sedikit Rp 100.000.000,00 (seratus juta rupiah) dan paling banyak Rp 400.000.000,00 (empat ratus juta rupiah)."
75,Tindak pidana sebagaimana dimaksud dalam ayat (1) merupakan tindak pidana kejahatan.
76,(NULL)
76,"Barang siapa melanggar ketentuan sebagaimana dimaksud dalam Pasal 35 ayat (2) dan ayat (3), Pasal 93 ayat (2), Pasal 137, dan Pasal 138 ayat (1), dikenakan sanksi pidana penjara paling singkat 1 (satu) bulan dan paling lama 4 (empat) tahun dan/atau denda paling sedikit Rp 10.000.000,00 (sepuluh juta rupiah) dan paling banyak Rp 400.000.000,00 (empat ratus juta rupiah)."
76,Tindak pidana sebagaimana dimaksud dalam ayat (1) merupakan tindak pidana pelanggaran.
76,(NULL)
76,"Barang siapa melanggar ketentuan sebagaimana dimaksud dalam Pasal 37 ayat (2), Pasal 44 ayat (1), Pasal 45 ayat (1), Pasal 67 ayat (1), Pasal 71 ayat (2), Pasal 76, Pasal 78 ayat (2), Pasal 79 ayat (1), dan ayat (2), Pasal 85 ayat (3), dan Pasal 144, dikenakan sanksi pidana kurungan paling singkat 1 (satu) bulan dan paling lama 12 (dua belas) bulan dan/atau denda paling sedikit Rp 10.000.000,00 (sepuluh juta rupiah) dan paling banyak Rp 100.000.000,00 (seratus juta rupiah)."
76,Tindak pidana sebagaimana dimaksud dalam ayat (1) merupakan tindak pidana pelanggaran.
76,(NULL)
76,"Barang siapa melanggar ketentuan sebagaimana dimaksud dalam Pasal 14 ayat (2), Pasal 38 ayat (2), Pasal 63 ayat (1), Pasal 78 ayat (1), Pasal 108 ayat (1), Pasal 111 ayat (3), Pasal 114, dan Pasal 148, dikenakan sanksi pidana denda paling sedikit Rp 5.000.000,00 (lima juta rupiah) dan paling banyak Rp 50.000.000,00 (lima puluh juta rupiah)."
76,Tindak pidana sebagaimana dimaksud dalam ayat (1) merupakan tindak pidana pelanggaran.
76,"Sanksi pidana penjara, kurungan, dan/atau denda tidak menghilangkan kewajiban pengusaha membayar hak-hak dan/atau ganti kerugian kepada tenaga kerja atau pekerja/buruh."
77,Sanksi Administratif
77,(NULL)
77,"Menteri atau pejabat yang ditunjuk mengenakan sanksi administratif atas pelanggaran ketentuan-ketentuan sebagaimana diatur dalam Pasal 5, Pasal 6, Pasal 15, Pasal 25, Pasal 38 ayat (2), Pasal 45 ayat (1), Pasal 47 ayat (1), Pasal 48, Pasal 87, Pasal 106, Pasal 126 ayat (3), dan Pasal 160 ayat (1) dan ayat (2) Undang-undang ini serta peraturan pelaksanaannya."
77,"Sanksi administratif sebagaimana dimaksud dalam ayat (1) berupa :
a. teguran;
b. peringatan tertulis;
c. pembatasan kegiatan usaha;
d. pembekuan kegiatan usaha;
e. pembatalan persetujuan;
f. pembatalan pendaftaran;
g. penghentian sementara sebagian atau seluruh alat produksi;
h. pencabutan ijin."
77,Ketentuan mengenai sanksi administratif sebagaimana dimaksud dalam ayat (1) dan ayat (2) diatur lebih lanjut oleh Menteri.
77,KETENTUAN PERALIHAN
77,Semua peraturan pelaksanaan yang mengatur ketenagakerjaan tetap berlaku sepanjang tidak bertentangan dan/atau belum diganti dengan peraturan yang baru berdasarkan Undang-undang ini.
78,KETENTUAN PENUTUP
78,"Pada saat mulai berlakunya Undang undang ini, maka :"
78,Ordonansi tentang Pengerahan Orang Indonesia Untuk Melakukan Pekerjaan Di Luar Indonesia (Staatsblad Tahun 1887 Nomor 8);
78,Ordonansi tanggal 17 Desember 1925 Peraturan tentang Pembatasan Kerja Anak Dan Kerja Malam Bagi Wanita (Staatsblad Tahun 1925 Nomor 647);
78,Ordonansi Tahun 1926 Peraturan mengenai Kerja Anak anak Dan Orang Muda Di Atas Kapal (Staatsblad Tahun 1926 Nomor 87);
78,Ordonansi tanggal 4 Mei 1936 tentang Ordonansi untuk Mengatur Kegiatan kegiatan Mencari Calon Pekerja (Staatsblad Tahun 1936 Nomor 208);
78,Ordonansi tentang Pemulangan Buruh Yang Diterima Atau Dikerahkan Dari Luar Indonesia (Staatsblad Tahun 1939 Nomor 545);
78,Ordonansi Nomor 9 Tahun 1949 tentang Pembatasan Kerja Anak anak (Staatsblad Tahun 1949 Nomor 8);
78,Undang-undang Nomor 1 Tahun 1951 tentang Pernyataan Berlakunya Undang undang Kerja Tahun 1948 Nomor 12 Dari Republik Indonesia Untuk Seluruh Indonesia (Lembaran Negara Tahun 1951 Nomor 2);
78,"Undang-undang Nomor 21 Tahun 1954 tentang Perjanjian Perburuhan Antara Serikat Buruh Dan Majikan (Lembaran Negara Tahun 1954 Nomor 69, Tambahan Lembaran Negara Nomor 598a);"
78,Undang-undang Nomor 3 Tahun 1958 tentang Penempatan Tenaga Asing (Lembaran Negara Tahun 1958 Nomor 8 );
78,"Undang-undang Nomor 8 Tahun 1961 tentang Wajib Kerja Sarjana (Lembaran Negara Tahun 1961 Nomor 207, Tambahan Lembaran Negara Nomor 2270);"
78,"Undang-undang Nomor 7 Pnps Tahun 1963 tentang Pencegahan Pemogokan dan/atau Penutupan (Lock Out) Di Perusahaan, Jawatan, dan Badan Yang Vital (Lembaran Negara Tahun 1963 Nomor 67);"
79,"Undang-undang Nomor 14 Tahun 1969 tentang Ketentuan ketentuan Pokok Mengenai Tenaga Kerja (Lembaran Negara Tahun 1969 Nomor 55, Tambahan Lembaran Negara Nomor 2912);"
79,"Undang-undang Nomor 25 Tahun 1997 tentang Ketenagakerjaan (Lembaran Negara Tahun 1997 Nomor 73, Tambahan Lembaran Negara Nomor 3702);"
79,"Undang-undang Nomor 11 Tahun 1998 tentang Perubahan Berlakunya Undang-undang Nomor 25 Tahun 1997 tentang Ketenagakerjaan (Lembaran Negara Tahun 1998 Nomor 184, Tambahan Lembaran Negara Nomor 3791);"
79,"Undang-undang Nomor 28 Tahun 2000 tentang Penetapan Peraturan Pemerintah Pengganti Undang-undang Nomor 3 Tahun 2000 tentang Perubahan Atas Undang-undang Nomor 11 Tahun 1998 tentang Perubahan Berlakunya Undang-undang Nomor 25 Tahun 1997 tentang Ketenagakerjaan Menjadi Undang-undang (Lembaran Negara Tahun 2000 Nomor 240, Tambahan Lembaran Negara Nomor 4042), dinyatakan tidak berlaku lagi."
79,"Undang-undang ini mulai berlaku pada tanggal diundangkan.
Agar setiap orang mengetahuinya, memerintahkan pengundangan undang-undang ini dengan penempatannya dalam Lembaran Negara Republik Indonesia."
